,Fit_max,IM_max,Ld,RW,Rescaled_LD
353,47,31,4.400000000000009,0.7000000000000001,-2.656188452036024e-16
354,41,45,4.6000000000000085,0.7000000000000001,-2.7769242907649335e-16
355,48,44,4.800000000000008,0.7000000000000001,-2.897660129493843e-16
356,51,48,5.000000000000009,0.7000000000000001,-3.0183959682227536e-16
357,41,39,-5.0,0.8,3.018395968222748e-16
358,44,44,-4.8,0.8,2.8976601294938384e-16
359,41,24,-4.6,0.8,2.776924290764928e-16
360,41,45,-4.4,0.8,2.6561884520360187e-16
361,41,33,-4.199999999999999,0.8,2.535452613307108e-16
362,45,36,-3.999999999999999,0.8,2.414716774578198e-16
363,48,48,-3.799999999999999,0.8,2.2939809358492877e-16
364,41,26,-3.5999999999999988,0.8,2.173245097120378e-16
365,45,50,-3.3999999999999986,0.8,2.0525092583914678e-16
366,40,49,-3.1999999999999984,0.8,1.9317734196625578e-16
367,40,43,-2.9999999999999982,0.8,1.811037580933648e-16
368,44,42,-2.799999999999998,0.8,1.6903017422047378e-16
369,42,34,-2.599999999999998,0.8,1.5695659034758278e-16
370,41,27,-2.3999999999999977,0.8,1.4488300647469177e-16
371,44,48,-2.199999999999997,0.8,1.3280942260180074e-16
372,41,42,-1.9999999999999971,0.8,1.2073583872890975e-16
373,45,54,-1.7999999999999972,0.8,1.0866225485601876e-16
374,40,38,-1.599999999999997,0.8,9.658867098312776e-17
375,41,41,-1.3999999999999968,0.8,8.451508711023676e-17
376,46,40,-1.1999999999999966,0.8,7.244150323734575e-17
377,45,38,-0.9999999999999964,0.8,6.036791936445475e-17
378,40,37,-0.7999999999999963,0.8,4.8294335491563747e-17
379,45,41,-0.5999999999999961,0.8,3.6220751618672745e-17
380,40,37,-0.3999999999999959,0.8,2.4147167745781738e-17
381,42,34,-0.1999999999999957,0.8,1.2073583872890733e-17
382,46,44,4.440892098500626e-15,0.8,-2.68087416108531e-31
383,43,50,0.2000000000000046,0.8,-1.207358387289127e-17
384,43,47,0.4000000000000048,0.8,-2.4147167745782274e-17
385,39,42,0.600000000000005,0.8,-3.622075161867328e-17
386,44,57,0.8000000000000052,0.8,-4.829433549156428e-17
387,38,28,1.000000000000005,0.8,-6.036791936445527e-17
388,40,40,1.2000000000000055,0.8,-7.244150323734629e-17
389,48,51,1.4000000000000057,0.8,-8.451508711023729e-17
390,40,32,1.600000000000006,0.8,-9.658867098312831e-17
391,42,40,1.800000000000006,0.8,-1.086622548560193e-16
392,41,50,2.000000000000006,0.8,-1.207358387289103e-16
393,46,49,2.2000000000000064,0.8,-1.328094226018013e-16
394,39,34,2.4000000000000066,0.8,-1.448830064746923e-16
395,40,34,2.6000000000000068,0.8,-1.5695659034758332e-16
396,42,30,2.800000000000007,0.8,-1.6903017422047433e-16
397,42,39,3.000000000000007,0.8,-1.811037580933653e-16
398,40,30,3.2000000000000064,0.8,-1.9317734196625627e-16
399,41,35,3.4000000000000075,0.8,-2.0525092583914733e-16
400,46,54,3.6000000000000085,0.8,-2.1732450971203838e-16
401,41,43,3.800000000000008,0.8,-2.293980935849293e-16
402,42,41,4.000000000000007,0.8,-2.414716774578203e-16
403,42,37,4.200000000000008,0.8,-2.5354526133071133e-16
404,44,51,4.400000000000009,0.8,-2.656188452036024e-16
405,41,51,4.6000000000000085,0.8,-2.7769242907649335e-16
406,44,37,4.800000000000008,0.8,-2.897660129493843e-16
407,44,40,5.000000000000009,0.8,-3.0183959682227536e-16
408,35,27,-5.0,0.9,3.018395968222748e-16
409,38,28,-4.8,0.9,2.8976601294938384e-16
410,39,40,-4.6,0.9,2.776924290764928e-16
411,38,29,-4.4,0.9,2.6561884520360187e-16
412,38,33,-4.199999999999999,0.9,2.535452613307108e-16
413,39,39,-3.999999999999999,0.9,2.414716774578198e-16
414,34,26,-3.799999999999999,0.9,2.2939809358492877e-16
415,32,30,-3.5999999999999988,0.9,2.173245097120378e-16
416,34,30,-3.3999999999999986,0.9,2.0525092583914678e-16
417,38,49,-3.1999999999999984,0.9,1.9317734196625578e-16
418,36,42,-2.9999999999999982,0.9,1.811037580933648e-16
419,30,30,-2.799999999999998,0.9,1.6903017422047378e-16
420,40,39,-2.599999999999998,0.9,1.5695659034758278e-16
421,39,42,-2.3999999999999977,0.9,1.4488300647469177e-16
422,40,38,-2.199999999999997,0.9,1.3280942260180074e-16
423,40,45,-1.9999999999999971,0.9,1.2073583872890975e-16
424,32,39,-1.7999999999999972,0.9,1.0866225485601876e-16
425,34,20,-1.599999999999997,0.9,9.658867098312776e-17
426,31,21,-1.3999999999999968,0.9,8.451508711023676e-17
427,39,34,-1.1999999999999966,0.9,7.244150323734575e-17
428,36,29,-0.9999999999999964,0.9,6.036791936445475e-17
429,37,35,-0.7999999999999963,0.9,4.8294335491563747e-17
430,33,27,-0.5999999999999961,0.9,3.6220751618672745e-17
431,33,22,-0.3999999999999959,0.9,2.4147167745781738e-17
432,38,28,-0.1999999999999957,0.9,1.2073583872890733e-17
433,40,52,4.440892098500626e-15,0.9,-2.68087416108531e-31
434,33,35,0.2000000000000046,0.9,-1.207358387289127e-17
435,35,25,0.4000000000000048,0.9,-2.4147167745782274e-17
436,41,37,0.600000000000005,0.9,-3.622075161867328e-17
437,34,25,0.8000000000000052,0.9,-4.829433549156428e-17
438,35,36,1.000000000000005,0.9,-6.036791936445527e-17
439,39,33,1.2000000000000055,0.9,-7.244150323734629e-17
440,38,41,1.4000000000000057,0.9,-8.451508711023729e-17
441,33,26,1.600000000000006,0.9,-9.658867098312831e-17
442,31,34,1.800000000000006,0.9,-1.086622548560193e-16
443,35,29,2.000000000000006,0.9,-1.207358387289103e-16
444,36,38,2.2000000000000064,0.9,-1.328094226018013e-16
445,36,28,2.4000000000000066,0.9,-1.448830064746923e-16
446,41,44,2.6000000000000068,0.9,-1.5695659034758332e-16
447,33,39,2.800000000000007,0.9,-1.6903017422047433e-16
448,36,32,3.000000000000007,0.9,-1.811037580933653e-16
449,37,27,3.2000000000000064,0.9,-1.9317734196625627e-16
450,38,37,3.4000000000000075,0.9,-2.0525092583914733e-16
451,38,38,3.6000000000000085,0.9,-2.1732450971203838e-16
452,37,37,3.800000000000008,0.9,-2.293980935849293e-16
453,39,44,4.000000000000007,0.9,-2.414716774578203e-16
454,36,31,4.200000000000008,0.9,-2.5354526133071133e-16
455,35,36,4.400000000000009,0.9,-2.656188452036024e-16
456,39,30,4.6000000000000085,0.9,-2.7769242907649335e-16
457,36,29,4.800000000000008,0.9,-2.897660129493843e-16
458,37,40,5.000000000000009,0.9,-3.0183959682227536e-16
459,30,34,-5.0,1.0,3.018395968222748e-16
460,30,33,-4.8,1.0,2.8976601294938384e-16
461,35,24,-4.6,1.0,2.776924290764928e-16
462,25,41,-4.4,1.0,2.6561884520360187e-16
463,29,32,-4.199999999999999,1.0,2.535452613307108e-16
464,30,28,-3.999999999999999,1.0,2.414716774578198e-16
465,28,25,-3.799999999999999,1.0,2.2939809358492877e-16
466,29,17,-3.5999999999999988,1.0,2.173245097120378e-16
467,33,31,-3.3999999999999986,1.0,2.0525092583914678e-16
468,32,30,-3.1999999999999984,1.0,1.9317734196625578e-16
469,30,32,-2.9999999999999982,1.0,1.811037580933648e-16
470,29,32,-2.799999999999998,1.0,1.6903017422047378e-16
471,32,42,-2.599999999999998,1.0,1.5695659034758278e-16
472,32,25,-2.3999999999999977,1.0,1.4488300647469177e-16
473,31,40,-2.199999999999997,1.0,1.3280942260180074e-16
474,28,32,-1.9999999999999971,1.0,1.2073583872890975e-16
475,33,26,-1.7999999999999972,1.0,1.0866225485601876e-16
476,32,31,-1.599999999999997,1.0,9.658867098312776e-17
477,30,26,-1.3999999999999968,1.0,8.451508711023676e-17
478,33,45,-1.1999999999999966,1.0,7.244150323734575e-17
479,31,21,-0.9999999999999964,1.0,6.036791936445475e-17
480,35,35,-0.7999999999999963,1.0,4.8294335491563747e-17
481,29,26,-0.5999999999999961,1.0,3.6220751618672745e-17
482,36,27,-0.3999999999999959,1.0,2.4147167745781738e-17
483,33,25,-0.1999999999999957,1.0,1.2073583872890733e-17
484,32,45,4.440892098500626e-15,1.0,-2.68087416108531e-31
485,33,30,0.2000000000000046,1.0,-1.207358387289127e-17
486,33,33,0.4000000000000048,1.0,-2.4147167745782274e-17
487,29,29,0.600000000000005,1.0,-3.622075161867328e-17
488,30,32,0.8000000000000052,1.0,-4.829433549156428e-17
489,32,43,1.000000000000005,1.0,-6.036791936445527e-17
490,32,32,1.2000000000000055,1.0,-7.244150323734629e-17
491,32,30,1.4000000000000057,1.0,-8.451508711023729e-17
492,32,29,1.600000000000006,1.0,-9.658867098312831e-17
493,28,24,1.800000000000006,1.0,-1.086622548560193e-16
494,32,38,2.000000000000006,1.0,-1.207358387289103e-16
495,38,27,2.2000000000000064,1.0,-1.328094226018013e-16
496,34,38,2.4000000000000066,1.0,-1.448830064746923e-16
497,31,39,2.6000000000000068,1.0,-1.5695659034758332e-16
498,32,34,2.800000000000007,1.0,-1.6903017422047433e-16
499,34,31,3.000000000000007,1.0,-1.811037580933653e-16
500,29,35,3.2000000000000064,1.0,-1.9317734196625627e-16
501,35,31,3.4000000000000075,1.0,-2.0525092583914733e-16
502,28,23,3.6000000000000085,1.0,-2.1732450971203838e-16
503,33,41,3.800000000000008,1.0,-2.293980935849293e-16
504,33,38,4.000000000000007,1.0,-2.414716774578203e-16
505,37,28,4.200000000000008,1.0,-2.5354526133071133e-16
506,30,31,4.400000000000009,1.0,-2.656188452036024e-16
507,30,29,4.6000000000000085,1.0,-2.7769242907649335e-16
508,33,41,4.800000000000008,1.0,-2.897660129493843e-16
509,31,27,5.000000000000009,1.0,-3.0183959682227536e-16
510,26,26,-5.0,1.1,3.018395968222748e-16
511,27,29,-4.8,1.1,2.8976601294938384e-16
512,29,26,-4.6,1.1,2.776924290764928e-16
513,29,23,-4.4,1.1,2.6561884520360187e-16
514,27,25,-4.199999999999999,1.1,2.535452613307108e-16
515,26,26,-3.999999999999999,1.1,2.414716774578198e-16
516,30,29,-3.799999999999999,1.1,2.2939809358492877e-16
517,26,32,-3.5999999999999988,1.1,2.173245097120378e-16
518,29,25,-3.3999999999999986,1.1,2.0525092583914678e-16
519,29,27,-3.1999999999999984,1.1,1.9317734196625578e-16
520,29,29,-2.9999999999999982,1.1,1.811037580933648e-16
521,24,18,-2.799999999999998,1.1,1.6903017422047378e-16
522,29,34,-2.599999999999998,1.1,1.5695659034758278e-16
523,28,23,-2.3999999999999977,1.1,1.4488300647469177e-16
524,27,17,-2.199999999999997,1.1,1.3280942260180074e-16
525,27,23,-1.9999999999999971,1.1,1.2073583872890975e-16
526,28,30,-1.7999999999999972,1.1,1.0866225485601876e-16
527,24,20,-1.599999999999997,1.1,9.658867098312776e-17
528,25,36,-1.3999999999999968,1.1,8.451508711023676e-17
529,19,17,-1.1999999999999966,1.1,7.244150323734575e-17
530,27,30,-0.9999999999999964,1.1,6.036791936445475e-17
531,28,27,-0.7999999999999963,1.1,4.8294335491563747e-17
532,27,28,-0.5999999999999961,1.1,3.6220751618672745e-17
533,27,30,-0.3999999999999959,1.1,2.4147167745781738e-17
534,25,34,-0.1999999999999957,1.1,1.2073583872890733e-17
535,31,23,4.440892098500626e-15,1.1,-2.68087416108531e-31
536,26,25,0.2000000000000046,1.1,-1.207358387289127e-17
537,27,27,0.4000000000000048,1.1,-2.4147167745782274e-17
538,30,24,0.600000000000005,1.1,-3.622075161867328e-17
539,25,27,0.8000000000000052,1.1,-4.829433549156428e-17
540,29,23,1.000000000000005,1.1,-6.036791936445527e-17
541,29,19,1.2000000000000055,1.1,-7.244150323734629e-17
542,28,23,1.4000000000000057,1.1,-8.451508711023729e-17
543,26,21,1.600000000000006,1.1,-9.658867098312831e-17
544,27,20,1.800000000000006,1.1,-1.086622548560193e-16
545,29,26,2.000000000000006,1.1,-1.207358387289103e-16
546,26,32,2.2000000000000064,1.1,-1.328094226018013e-16
547,25,32,2.4000000000000066,1.1,-1.448830064746923e-16
548,28,31,2.6000000000000068,1.1,-1.5695659034758332e-16
549,30,24,2.800000000000007,1.1,-1.6903017422047433e-16
550,30,34,3.000000000000007,1.1,-1.811037580933653e-16
551,29,37,3.2000000000000064,1.1,-1.9317734196625627e-16
552,25,23,3.4000000000000075,1.1,-2.0525092583914733e-16
553,25,25,3.6000000000000085,1.1,-2.1732450971203838e-16
554,31,31,3.800000000000008,1.1,-2.293980935849293e-16
555,23,34,4.000000000000007,1.1,-2.414716774578203e-16
556,26,23,4.200000000000008,1.1,-2.5354526133071133e-16
557,28,25,4.400000000000009,1.1,-2.656188452036024e-16
558,23,15,4.6000000000000085,1.1,-2.7769242907649335e-16
559,28,24,4.800000000000008,1.1,-2.897660129493843e-16
560,29,23,5.000000000000009,1.1,-3.0183959682227536e-16
561,24,29,-5.0,1.2000000000000002,3.018395968222748e-16
562,21,16,-4.8,1.2000000000000002,2.8976601294938384e-16
563,21,21,-4.6,1.2000000000000002,2.776924290764928e-16
564,23,21,-4.4,1.2000000000000002,2.6561884520360187e-16
565,26,29,-4.199999999999999,1.2000000000000002,2.535452613307108e-16
566,25,20,-3.999999999999999,1.2000000000000002,2.414716774578198e-16
567,22,23,-3.799999999999999,1.2000000000000002,2.2939809358492877e-16
568,23,29,-3.5999999999999988,1.2000000000000002,2.173245097120378e-16
569,22,21,-3.3999999999999986,1.2000000000000002,2.0525092583914678e-16
570,14,25,-3.1999999999999984,1.2000000000000002,1.9317734196625578e-16
571,23,20,-2.9999999999999982,1.2000000000000002,1.811037580933648e-16
572,27,29,-2.799999999999998,1.2000000000000002,1.6903017422047378e-16
573,25,27,-2.599999999999998,1.2000000000000002,1.5695659034758278e-16
574,26,26,-2.3999999999999977,1.2000000000000002,1.4488300647469177e-16
575,15,21,-2.199999999999997,1.2000000000000002,1.3280942260180074e-16
576,18,20,-1.9999999999999971,1.2000000000000002,1.2073583872890975e-16
577,23,25,-1.7999999999999972,1.2000000000000002,1.0866225485601876e-16
578,25,26,-1.599999999999997,1.2000000000000002,9.658867098312776e-17
579,24,19,-1.3999999999999968,1.2000000000000002,8.451508711023676e-17
580,21,23,-1.1999999999999966,1.2000000000000002,7.244150323734575e-17
581,18,14,-0.9999999999999964,1.2000000000000002,6.036791936445475e-17
582,25,26,-0.7999999999999963,1.2000000000000002,4.8294335491563747e-17
583,23,30,-0.5999999999999961,1.2000000000000002,3.6220751618672745e-17
584,22,25,-0.3999999999999959,1.2000000000000002,2.4147167745781738e-17
585,21,17,-0.1999999999999957,1.2000000000000002,1.2073583872890733e-17
586,23,21,4.440892098500626e-15,1.2000000000000002,-2.68087416108531e-31
587,24,15,0.2000000000000046,1.2000000000000002,-1.207358387289127e-17
588,24,27,0.4000000000000048,1.2000000000000002,-2.4147167745782274e-17
589,19,18,0.600000000000005,1.2000000000000002,-3.622075161867328e-17
590,23,27,0.8000000000000052,1.2000000000000002,-4.829433549156428e-17
591,23,22,1.000000000000005,1.2000000000000002,-6.036791936445527e-17
592,19,29,1.2000000000000055,1.2000000000000002,-7.244150323734629e-17
593,19,21,1.4000000000000057,1.2000000000000002,-8.451508711023729e-17
594,19,24,1.600000000000006,1.2000000000000002,-9.658867098312831e-17
595,27,26,1.800000000000006,1.2000000000000002,-1.086622548560193e-16
596,23,20,2.000000000000006,1.2000000000000002,-1.207358387289103e-16
597,19,21,2.2000000000000064,1.2000000000000002,-1.328094226018013e-16
598,26,33,2.4000000000000066,1.2000000000000002,-1.448830064746923e-16
599,23,23,2.6000000000000068,1.2000000000000002,-1.5695659034758332e-16
600,23,23,2.800000000000007,1.2000000000000002,-1.6903017422047433e-16
601,21,23,3.000000000000007,1.2000000000000002,-1.811037580933653e-16
602,21,24,3.2000000000000064,1.2000000000000002,-1.9317734196625627e-16
603,20,28,3.4000000000000075,1.2000000000000002,-2.0525092583914733e-16
604,22,30,3.6000000000000085,1.2000000000000002,-2.1732450971203838e-16
605,20,28,3.800000000000008,1.2000000000000002,-2.293980935849293e-16
606,25,20,4.000000000000007,1.2000000000000002,-2.414716774578203e-16
607,23,23,4.200000000000008,1.2000000000000002,-2.5354526133071133e-16
608,22,23,4.400000000000009,1.2000000000000002,-2.656188452036024e-16
609,22,32,4.6000000000000085,1.2000000000000002,-2.7769242907649335e-16
610,25,25,4.800000000000008,1.2000000000000002,-2.897660129493843e-16
611,25,25,5.000000000000009,1.2000000000000002,-3.0183959682227536e-16
612,22,28,-5.0,1.3000000000000005,3.018395968222748e-16
613,18,22,-4.8,1.3000000000000005,2.8976601294938384e-16
614,21,19,-4.6,1.3000000000000005,2.776924290764928e-16
615,17,26,-4.4,1.3000000000000005,2.6561884520360187e-16
616,22,23,-4.199999999999999,1.3000000000000005,2.535452613307108e-16
617,22,21,-3.999999999999999,1.3000000000000005,2.414716774578198e-16
618,20,18,-3.799999999999999,1.3000000000000005,2.2939809358492877e-16
619,14,16,-3.5999999999999988,1.3000000000000005,2.173245097120378e-16
620,14,22,-3.3999999999999986,1.3000000000000005,2.0525092583914678e-16
621,15,15,-3.1999999999999984,1.3000000000000005,1.9317734196625578e-16
622,18,21,-2.9999999999999982,1.3000000000000005,1.811037580933648e-16
623,20,23,-2.799999999999998,1.3000000000000005,1.6903017422047378e-16
624,14,18,-2.599999999999998,1.3000000000000005,1.5695659034758278e-16
625,18,16,-2.3999999999999977,1.3000000000000005,1.4488300647469177e-16
626,19,19,-2.199999999999997,1.3000000000000005,1.3280942260180074e-16
627,18,18,-1.9999999999999971,1.3000000000000005,1.2073583872890975e-16
628,23,24,-1.7999999999999972,1.3000000000000005,1.0866225485601876e-16
629,19,14,-1.599999999999997,1.3000000000000005,9.658867098312776e-17
630,17,21,-1.3999999999999968,1.3000000000000005,8.451508711023676e-17
631,19,28,-1.1999999999999966,1.3000000000000005,7.244150323734575e-17
632,17,24,-0.9999999999999964,1.3000000000000005,6.036791936445475e-17
633,18,18,-0.7999999999999963,1.3000000000000005,4.8294335491563747e-17
634,21,20,-0.5999999999999961,1.3000000000000005,3.6220751618672745e-17
635,15,16,-0.3999999999999959,1.3000000000000005,2.4147167745781738e-17
636,20,20,-0.1999999999999957,1.3000000000000005,1.2073583872890733e-17
637,19,18,4.440892098500626e-15,1.3000000000000005,-2.68087416108531e-31
638,15,20,0.2000000000000046,1.3000000000000005,-1.207358387289127e-17
639,16,22,0.4000000000000048,1.3000000000000005,-2.4147167745782274e-17
640,14,23,0.600000000000005,1.3000000000000005,-3.622075161867328e-17
641,16,14,0.8000000000000052,1.3000000000000005,-4.829433549156428e-17
642,21,28,1.000000000000005,1.3000000000000005,-6.036791936445527e-17
643,16,15,1.2000000000000055,1.3000000000000005,-7.244150323734629e-17
644,19,28,1.4000000000000057,1.3000000000000005,-8.451508711023729e-17
645,14,18,1.600000000000006,1.3000000000000005,-9.658867098312831e-17
646,20,22,1.800000000000006,1.3000000000000005,-1.086622548560193e-16
647,19,16,2.000000000000006,1.3000000000000005,-1.207358387289103e-16
648,20,25,2.2000000000000064,1.3000000000000005,-1.328094226018013e-16
649,14,18,2.4000000000000066,1.3000000000000005,-1.448830064746923e-16
650,20,22,2.6000000000000068,1.3000000000000005,-1.5695659034758332e-16
651,16,21,2.800000000000007,1.3000000000000005,-1.6903017422047433e-16
652,17,20,3.000000000000007,1.3000000000000005,-1.811037580933653e-16
653,14,14,3.2000000000000064,1.3000000000000005,-1.9317734196625627e-16
654,17,14,3.4000000000000075,1.3000000000000005,-2.0525092583914733e-16
655,18,17,3.6000000000000085,1.3000000000000005,-2.1732450971203838e-16
656,19,17,3.800000000000008,1.3000000000000005,-2.293980935849293e-16
657,19,18,4.000000000000007,1.3000000000000005,-2.414716774578203e-16
658,21,28,4.200000000000008,1.3000000000000005,-2.5354526133071133e-16
659,14,21,4.400000000000009,1.3000000000000005,-2.656188452036024e-16
660,14,15,4.6000000000000085,1.3000000000000005,-2.7769242907649335e-16
661,17,23,4.800000000000008,1.3000000000000005,-2.897660129493843e-16
662,17,17,5.000000000000009,1.3000000000000005,-3.0183959682227536e-16
663,14,16,-5.0,1.4,3.018395968222748e-16
664,15,16,-4.8,1.4,2.8976601294938384e-16
665,14,18,-4.6,1.4,2.776924290764928e-16
666,14,16,-4.4,1.4,2.6561884520360187e-16
667,14,15,-4.199999999999999,1.4,2.535452613307108e-16
668,14,17,-3.999999999999999,1.4,2.414716774578198e-16
669,16,19,-3.799999999999999,1.4,2.2939809358492877e-16
670,14,18,-3.5999999999999988,1.4,2.173245097120378e-16
671,14,15,-3.3999999999999986,1.4,2.0525092583914678e-16
672,14,15,-3.1999999999999984,1.4,1.9317734196625578e-16
673,20,26,-2.9999999999999982,1.4,1.811037580933648e-16
674,14,20,-2.799999999999998,1.4,1.6903017422047378e-16
675,16,22,-2.599999999999998,1.4,1.5695659034758278e-16
676,18,20,-2.3999999999999977,1.4,1.4488300647469177e-16
677,19,20,-2.199999999999997,1.4,1.3280942260180074e-16
678,14,14,-1.9999999999999971,1.4,1.2073583872890975e-16
679,15,20,-1.7999999999999972,1.4,1.0866225485601876e-16
680,14,15,-1.599999999999997,1.4,9.658867098312776e-17
681,15,18,-1.3999999999999968,1.4,8.451508711023676e-17
682,14,17,-1.1999999999999966,1.4,7.244150323734575e-17
683,16,14,-0.9999999999999964,1.4,6.036791936445475e-17
684,15,16,-0.7999999999999963,1.4,4.8294335491563747e-17
685,14,24,-0.5999999999999961,1.4,3.6220751618672745e-17
686,16,18,-0.3999999999999959,1.4,2.4147167745781738e-17
687,17,23,-0.1999999999999957,1.4,1.2073583872890733e-17
688,14,18,4.440892098500626e-15,1.4,-2.68087416108531e-31
689,14,17,0.2000000000000046,1.4,-1.207358387289127e-17
690,14,16,0.4000000000000048,1.4,-2.4147167745782274e-17
691,14,16,0.600000000000005,1.4,-3.622075161867328e-17
692,15,17,0.8000000000000052,1.4,-4.829433549156428e-17
