,Fit_max,IM_max,Ld,RW,Rescaled_LD
693,14,21,1.000000000000005,1.4,-6.036791936445527e-17
694,16,33,1.2000000000000055,1.4,-7.244150323734629e-17
695,14,15,1.4000000000000057,1.4,-8.451508711023729e-17
696,18,19,1.600000000000006,1.4,-9.658867098312831e-17
697,14,17,1.800000000000006,1.4,-1.086622548560193e-16
698,17,15,2.000000000000006,1.4,-1.207358387289103e-16
699,14,14,2.2000000000000064,1.4,-1.328094226018013e-16
700,14,16,2.4000000000000066,1.4,-1.448830064746923e-16
701,14,14,2.6000000000000068,1.4,-1.5695659034758332e-16
702,14,15,2.800000000000007,1.4,-1.6903017422047433e-16
703,14,19,3.000000000000007,1.4,-1.811037580933653e-16
704,14,25,3.2000000000000064,1.4,-1.9317734196625627e-16
705,14,14,3.4000000000000075,1.4,-2.0525092583914733e-16
706,14,25,3.6000000000000085,1.4,-2.1732450971203838e-16
707,14,25,3.800000000000008,1.4,-2.293980935849293e-16
708,15,19,4.000000000000007,1.4,-2.414716774578203e-16
709,18,23,4.200000000000008,1.4,-2.5354526133071133e-16
710,14,16,4.400000000000009,1.4,-2.656188452036024e-16
711,14,23,4.6000000000000085,1.4,-2.7769242907649335e-16
712,14,16,4.800000000000008,1.4,-2.897660129493843e-16
713,14,16,5.000000000000009,1.4,-3.0183959682227536e-16
714,14,17,-5.0,1.5000000000000002,3.018395968222748e-16
715,14,21,-4.8,1.5000000000000002,2.8976601294938384e-16
716,14,16,-4.6,1.5000000000000002,2.776924290764928e-16
717,14,21,-4.4,1.5000000000000002,2.6561884520360187e-16
718,14,18,-4.199999999999999,1.5000000000000002,2.535452613307108e-16
719,14,20,-3.999999999999999,1.5000000000000002,2.414716774578198e-16
720,15,19,-3.799999999999999,1.5000000000000002,2.2939809358492877e-16
721,14,20,-3.5999999999999988,1.5000000000000002,2.173245097120378e-16
722,14,20,-3.3999999999999986,1.5000000000000002,2.0525092583914678e-16
723,14,18,-3.1999999999999984,1.5000000000000002,1.9317734196625578e-16
724,14,24,-2.9999999999999982,1.5000000000000002,1.811037580933648e-16
725,14,17,-2.799999999999998,1.5000000000000002,1.6903017422047378e-16
726,14,18,-2.599999999999998,1.5000000000000002,1.5695659034758278e-16
727,14,18,-2.3999999999999977,1.5000000000000002,1.4488300647469177e-16
728,14,19,-2.199999999999997,1.5000000000000002,1.3280942260180074e-16
729,14,18,-1.9999999999999971,1.5000000000000002,1.2073583872890975e-16
730,14,16,-1.7999999999999972,1.5000000000000002,1.0866225485601876e-16
731,14,14,-1.599999999999997,1.5000000000000002,9.658867098312776e-17
732,15,18,-1.3999999999999968,1.5000000000000002,8.451508711023676e-17
733,14,15,-1.1999999999999966,1.5000000000000002,7.244150323734575e-17
734,14,17,-0.9999999999999964,1.5000000000000002,6.036791936445475e-17
735,14,17,-0.7999999999999963,1.5000000000000002,4.8294335491563747e-17
736,14,15,-0.5999999999999961,1.5000000000000002,3.6220751618672745e-17
737,14,17,-0.3999999999999959,1.5000000000000002,2.4147167745781738e-17
738,14,15,-0.1999999999999957,1.5000000000000002,1.2073583872890733e-17
739,14,23,4.440892098500626e-15,1.5000000000000002,-2.68087416108531e-31
740,14,18,0.2000000000000046,1.5000000000000002,-1.207358387289127e-17
741,14,14,0.4000000000000048,1.5000000000000002,-2.4147167745782274e-17
742,14,18,0.600000000000005,1.5000000000000002,-3.622075161867328e-17
743,14,16,0.8000000000000052,1.5000000000000002,-4.829433549156428e-17
744,14,21,1.000000000000005,1.5000000000000002,-6.036791936445527e-17
745,14,26,1.2000000000000055,1.5000000000000002,-7.244150323734629e-17
746,14,17,1.4000000000000057,1.5000000000000002,-8.451508711023729e-17
747,14,18,1.600000000000006,1.5000000000000002,-9.658867098312831e-17
748,14,15,1.800000000000006,1.5000000000000002,-1.086622548560193e-16
749,14,21,2.000000000000006,1.5000000000000002,-1.207358387289103e-16
750,14,25,2.2000000000000064,1.5000000000000002,-1.328094226018013e-16
751,14,17,2.4000000000000066,1.5000000000000002,-1.448830064746923e-16
752,14,14,2.6000000000000068,1.5000000000000002,-1.5695659034758332e-16
753,14,27,2.800000000000007,1.5000000000000002,-1.6903017422047433e-16
754,14,15,3.000000000000007,1.5000000000000002,-1.811037580933653e-16
755,15,26,3.2000000000000064,1.5000000000000002,-1.9317734196625627e-16
756,14,21,3.4000000000000075,1.5000000000000002,-2.0525092583914733e-16
757,14,27,3.6000000000000085,1.5000000000000002,-2.1732450971203838e-16
758,14,20,3.800000000000008,1.5000000000000002,-2.293980935849293e-16
759,14,17,4.000000000000007,1.5000000000000002,-2.414716774578203e-16
760,20,24,4.200000000000008,1.5000000000000002,-2.5354526133071133e-16
761,14,14,4.400000000000009,1.5000000000000002,-2.656188452036024e-16
762,15,26,4.6000000000000085,1.5000000000000002,-2.7769242907649335e-16
763,14,25,4.800000000000008,1.5000000000000002,-2.897660129493843e-16
764,14,21,5.000000000000009,1.5000000000000002,-3.0183959682227536e-16
765,14,16,-5.0,1.6,3.018395968222748e-16
766,14,19,-4.8,1.6,2.8976601294938384e-16
767,14,14,-4.6,1.6,2.776924290764928e-16
768,14,14,-4.4,1.6,2.6561884520360187e-16
769,14,14,-4.199999999999999,1.6,2.535452613307108e-16
770,14,15,-3.999999999999999,1.6,2.414716774578198e-16
771,14,22,-3.799999999999999,1.6,2.2939809358492877e-16
772,14,15,-3.5999999999999988,1.6,2.173245097120378e-16
773,14,26,-3.3999999999999986,1.6,2.0525092583914678e-16
774,14,17,-3.1999999999999984,1.6,1.9317734196625578e-16
775,14,18,-2.9999999999999982,1.6,1.811037580933648e-16
776,14,16,-2.799999999999998,1.6,1.6903017422047378e-16
777,14,18,-2.599999999999998,1.6,1.5695659034758278e-16
778,14,19,-2.3999999999999977,1.6,1.4488300647469177e-16
779,14,21,-2.199999999999997,1.6,1.3280942260180074e-16
780,14,19,-1.9999999999999971,1.6,1.2073583872890975e-16
781,14,17,-1.7999999999999972,1.6,1.0866225485601876e-16
782,14,21,-1.599999999999997,1.6,9.658867098312776e-17
783,14,14,-1.3999999999999968,1.6,8.451508711023676e-17
784,14,17,-1.1999999999999966,1.6,7.244150323734575e-17
785,14,15,-0.9999999999999964,1.6,6.036791936445475e-17
786,14,17,-0.7999999999999963,1.6,4.8294335491563747e-17
787,14,16,-0.5999999999999961,1.6,3.6220751618672745e-17
788,14,19,-0.3999999999999959,1.6,2.4147167745781738e-17
789,14,16,-0.1999999999999957,1.6,1.2073583872890733e-17
790,14,15,4.440892098500626e-15,1.6,-2.68087416108531e-31
791,14,16,0.2000000000000046,1.6,-1.207358387289127e-17
792,14,17,0.4000000000000048,1.6,-2.4147167745782274e-17
793,14,16,0.600000000000005,1.6,-3.622075161867328e-17
794,14,15,0.8000000000000052,1.6,-4.829433549156428e-17
795,14,15,1.000000000000005,1.6,-6.036791936445527e-17
796,14,19,1.2000000000000055,1.6,-7.244150323734629e-17
797,14,18,1.4000000000000057,1.6,-8.451508711023729e-17
798,14,17,1.600000000000006,1.6,-9.658867098312831e-17
799,14,14,1.800000000000006,1.6,-1.086622548560193e-16
800,14,15,2.000000000000006,1.6,-1.207358387289103e-16
801,14,16,2.2000000000000064,1.6,-1.328094226018013e-16
802,14,14,2.4000000000000066,1.6,-1.448830064746923e-16
803,14,20,2.6000000000000068,1.6,-1.5695659034758332e-16
804,14,15,2.800000000000007,1.6,-1.6903017422047433e-16
805,14,16,3.000000000000007,1.6,-1.811037580933653e-16
806,14,25,3.2000000000000064,1.6,-1.9317734196625627e-16
807,14,14,3.4000000000000075,1.6,-2.0525092583914733e-16
808,14,21,3.6000000000000085,1.6,-2.1732450971203838e-16
809,14,18,3.800000000000008,1.6,-2.293980935849293e-16
810,14,16,4.000000000000007,1.6,-2.414716774578203e-16
811,14,16,4.200000000000008,1.6,-2.5354526133071133e-16
812,14,18,4.400000000000009,1.6,-2.656188452036024e-16
813,14,18,4.6000000000000085,1.6,-2.7769242907649335e-16
814,14,15,4.800000000000008,1.6,-2.897660129493843e-16
815,14,15,5.000000000000009,1.6,-3.0183959682227536e-16
816,14,15,-5.0,1.7000000000000002,3.018395968222748e-16
817,14,15,-4.8,1.7000000000000002,2.8976601294938384e-16
818,14,17,-4.6,1.7000000000000002,2.776924290764928e-16
819,14,20,-4.4,1.7000000000000002,2.6561884520360187e-16
820,14,15,-4.199999999999999,1.7000000000000002,2.535452613307108e-16
821,14,17,-3.999999999999999,1.7000000000000002,2.414716774578198e-16
822,14,21,-3.799999999999999,1.7000000000000002,2.2939809358492877e-16
823,14,16,-3.5999999999999988,1.7000000000000002,2.173245097120378e-16
824,14,20,-3.3999999999999986,1.7000000000000002,2.0525092583914678e-16
825,14,15,-3.1999999999999984,1.7000000000000002,1.9317734196625578e-16
826,14,19,-2.9999999999999982,1.7000000000000002,1.811037580933648e-16
827,14,16,-2.799999999999998,1.7000000000000002,1.6903017422047378e-16
828,14,20,-2.599999999999998,1.7000000000000002,1.5695659034758278e-16
829,14,16,-2.3999999999999977,1.7000000000000002,1.4488300647469177e-16
830,14,14,-2.199999999999997,1.7000000000000002,1.3280942260180074e-16
831,14,14,-1.9999999999999971,1.7000000000000002,1.2073583872890975e-16
832,14,18,-1.7999999999999972,1.7000000000000002,1.0866225485601876e-16
833,14,16,-1.599999999999997,1.7000000000000002,9.658867098312776e-17
834,14,14,-1.3999999999999968,1.7000000000000002,8.451508711023676e-17
835,14,17,-1.1999999999999966,1.7000000000000002,7.244150323734575e-17
836,14,17,-0.9999999999999964,1.7000000000000002,6.036791936445475e-17
837,14,16,-0.7999999999999963,1.7000000000000002,4.8294335491563747e-17
838,14,14,-0.5999999999999961,1.7000000000000002,3.6220751618672745e-17
839,14,19,-0.3999999999999959,1.7000000000000002,2.4147167745781738e-17
840,14,17,-0.1999999999999957,1.7000000000000002,1.2073583872890733e-17
841,14,15,4.440892098500626e-15,1.7000000000000002,-2.68087416108531e-31
842,14,14,0.2000000000000046,1.7000000000000002,-1.207358387289127e-17
843,14,19,0.4000000000000048,1.7000000000000002,-2.4147167745782274e-17
844,14,14,0.600000000000005,1.7000000000000002,-3.622075161867328e-17
845,14,18,0.8000000000000052,1.7000000000000002,-4.829433549156428e-17
846,14,16,1.000000000000005,1.7000000000000002,-6.036791936445527e-17
847,14,22,1.2000000000000055,1.7000000000000002,-7.244150323734629e-17
848,14,19,1.4000000000000057,1.7000000000000002,-8.451508711023729e-17
849,14,14,1.600000000000006,1.7000000000000002,-9.658867098312831e-17
850,14,16,1.800000000000006,1.7000000000000002,-1.086622548560193e-16
851,14,14,2.000000000000006,1.7000000000000002,-1.207358387289103e-16
852,14,14,2.2000000000000064,1.7000000000000002,-1.328094226018013e-16
853,14,20,2.4000000000000066,1.7000000000000002,-1.448830064746923e-16
854,14,14,2.6000000000000068,1.7000000000000002,-1.5695659034758332e-16
855,14,16,2.800000000000007,1.7000000000000002,-1.6903017422047433e-16
856,14,14,3.000000000000007,1.7000000000000002,-1.811037580933653e-16
857,14,20,3.2000000000000064,1.7000000000000002,-1.9317734196625627e-16
858,14,15,3.4000000000000075,1.7000000000000002,-2.0525092583914733e-16
859,14,14,3.6000000000000085,1.7000000000000002,-2.1732450971203838e-16
860,14,15,3.800000000000008,1.7000000000000002,-2.293980935849293e-16
861,14,14,4.000000000000007,1.7000000000000002,-2.414716774578203e-16
862,14,14,4.200000000000008,1.7000000000000002,-2.5354526133071133e-16
863,14,15,4.400000000000009,1.7000000000000002,-2.656188452036024e-16
864,14,20,4.6000000000000085,1.7000000000000002,-2.7769242907649335e-16
865,14,15,4.800000000000008,1.7000000000000002,-2.897660129493843e-16
866,14,14,5.000000000000009,1.7000000000000002,-3.0183959682227536e-16
867,14,15,-5.0,1.8000000000000005,3.018395968222748e-16
868,14,15,-4.8,1.8000000000000005,2.8976601294938384e-16
869,14,19,-4.6,1.8000000000000005,2.776924290764928e-16
870,14,15,-4.4,1.8000000000000005,2.6561884520360187e-16
871,14,20,-4.199999999999999,1.8000000000000005,2.535452613307108e-16
872,14,17,-3.999999999999999,1.8000000000000005,2.414716774578198e-16
873,14,20,-3.799999999999999,1.8000000000000005,2.2939809358492877e-16
874,14,15,-3.5999999999999988,1.8000000000000005,2.173245097120378e-16
875,14,14,-3.3999999999999986,1.8000000000000005,2.0525092583914678e-16
876,14,15,-3.1999999999999984,1.8000000000000005,1.9317734196625578e-16
877,14,14,-2.9999999999999982,1.8000000000000005,1.811037580933648e-16
878,14,14,-2.799999999999998,1.8000000000000005,1.6903017422047378e-16
879,14,18,-2.599999999999998,1.8000000000000005,1.5695659034758278e-16
880,14,15,-2.3999999999999977,1.8000000000000005,1.4488300647469177e-16
881,14,19,-2.199999999999997,1.8000000000000005,1.3280942260180074e-16
882,14,20,-1.9999999999999971,1.8000000000000005,1.2073583872890975e-16
883,14,21,-1.7999999999999972,1.8000000000000005,1.0866225485601876e-16
884,14,17,-1.599999999999997,1.8000000000000005,9.658867098312776e-17
885,14,17,-1.3999999999999968,1.8000000000000005,8.451508711023676e-17
886,14,15,-1.1999999999999966,1.8000000000000005,7.244150323734575e-17
887,14,14,-0.9999999999999964,1.8000000000000005,6.036791936445475e-17
888,14,15,-0.7999999999999963,1.8000000000000005,4.8294335491563747e-17
889,14,14,-0.5999999999999961,1.8000000000000005,3.6220751618672745e-17
890,14,17,-0.3999999999999959,1.8000000000000005,2.4147167745781738e-17
891,14,16,-0.1999999999999957,1.8000000000000005,1.2073583872890733e-17
892,14,14,4.440892098500626e-15,1.8000000000000005,-2.68087416108531e-31
893,14,17,0.2000000000000046,1.8000000000000005,-1.207358387289127e-17
894,14,16,0.4000000000000048,1.8000000000000005,-2.4147167745782274e-17
895,14,16,0.600000000000005,1.8000000000000005,-3.622075161867328e-17
896,14,14,0.8000000000000052,1.8000000000000005,-4.829433549156428e-17
897,14,15,1.000000000000005,1.8000000000000005,-6.036791936445527e-17
898,14,15,1.2000000000000055,1.8000000000000005,-7.244150323734629e-17
899,14,15,1.4000000000000057,1.8000000000000005,-8.451508711023729e-17
900,14,16,1.600000000000006,1.8000000000000005,-9.658867098312831e-17
901,14,14,1.800000000000006,1.8000000000000005,-1.086622548560193e-16
902,14,20,2.000000000000006,1.8000000000000005,-1.207358387289103e-16
903,14,18,2.2000000000000064,1.8000000000000005,-1.328094226018013e-16
904,14,14,2.4000000000000066,1.8000000000000005,-1.448830064746923e-16
905,14,17,2.6000000000000068,1.8000000000000005,-1.5695659034758332e-16
906,14,14,2.800000000000007,1.8000000000000005,-1.6903017422047433e-16
907,14,14,3.000000000000007,1.8000000000000005,-1.811037580933653e-16
908,14,17,3.2000000000000064,1.8000000000000005,-1.9317734196625627e-16
909,14,15,3.4000000000000075,1.8000000000000005,-2.0525092583914733e-16
910,14,17,3.6000000000000085,1.8000000000000005,-2.1732450971203838e-16
911,14,19,3.800000000000008,1.8000000000000005,-2.293980935849293e-16
912,14,16,4.000000000000007,1.8000000000000005,-2.414716774578203e-16
913,14,19,4.200000000000008,1.8000000000000005,-2.5354526133071133e-16
914,14,15,4.400000000000009,1.8000000000000005,-2.656188452036024e-16
915,14,15,4.6000000000000085,1.8000000000000005,-2.7769242907649335e-16
916,14,17,4.800000000000008,1.8000000000000005,-2.897660129493843e-16
917,14,19,5.000000000000009,1.8000000000000005,-3.0183959682227536e-16
918,14,15,-5.0,1.9,3.018395968222748e-16
919,14,18,-4.8,1.9,2.8976601294938384e-16
920,14,21,-4.6,1.9,2.776924290764928e-16
921,14,14,-4.4,1.9,2.6561884520360187e-16
922,14,18,-4.199999999999999,1.9,2.535452613307108e-16
923,14,16,-3.999999999999999,1.9,2.414716774578198e-16
924,14,17,-3.799999999999999,1.9,2.2939809358492877e-16
925,14,16,-3.5999999999999988,1.9,2.173245097120378e-16
926,14,15,-3.3999999999999986,1.9,2.0525092583914678e-16
927,14,19,-3.1999999999999984,1.9,1.9317734196625578e-16
928,14,14,-2.9999999999999982,1.9,1.811037580933648e-16
929,14,16,-2.799999999999998,1.9,1.6903017422047378e-16
930,14,14,-2.599999999999998,1.9,1.5695659034758278e-16
931,14,15,-2.3999999999999977,1.9,1.4488300647469177e-16
932,14,19,-2.199999999999997,1.9,1.3280942260180074e-16
933,14,17,-1.9999999999999971,1.9,1.2073583872890975e-16
934,14,14,-1.7999999999999972,1.9,1.0866225485601876e-16
935,14,14,-1.599999999999997,1.9,9.658867098312776e-17
936,14,16,-1.3999999999999968,1.9,8.451508711023676e-17
937,14,15,-1.1999999999999966,1.9,7.244150323734575e-17
938,14,14,-0.9999999999999964,1.9,6.036791936445475e-17
939,14,14,-0.7999999999999963,1.9,4.8294335491563747e-17
940,14,16,-0.5999999999999961,1.9,3.6220751618672745e-17
941,14,14,-0.3999999999999959,1.9,2.4147167745781738e-17
942,14,14,-0.1999999999999957,1.9,1.2073583872890733e-17
943,14,14,4.440892098500626e-15,1.9,-2.68087416108531e-31
944,14,16,0.2000000000000046,1.9,-1.207358387289127e-17
945,14,16,0.4000000000000048,1.9,-2.4147167745782274e-17
946,14,14,0.600000000000005,1.9,-3.622075161867328e-17
947,14,14,0.8000000000000052,1.9,-4.829433549156428e-17
948,14,14,1.000000000000005,1.9,-6.036791936445527e-17
949,14,14,1.2000000000000055,1.9,-7.244150323734629e-17
950,14,16,1.4000000000000057,1.9,-8.451508711023729e-17
951,14,17,1.600000000000006,1.9,-9.658867098312831e-17
952,14,15,1.800000000000006,1.9,-1.086622548560193e-16
953,14,15,2.000000000000006,1.9,-1.207358387289103e-16
954,14,17,2.2000000000000064,1.9,-1.328094226018013e-16
955,14,14,2.4000000000000066,1.9,-1.448830064746923e-16
956,14,15,2.6000000000000068,1.9,-1.5695659034758332e-16
957,14,21,2.800000000000007,1.9,-1.6903017422047433e-16
958,14,15,3.000000000000007,1.9,-1.811037580933653e-16
959,14,17,3.2000000000000064,1.9,-1.9317734196625627e-16
960,14,14,3.4000000000000075,1.9,-2.0525092583914733e-16
961,14,15,3.6000000000000085,1.9,-2.1732450971203838e-16
962,14,16,3.800000000000008,1.9,-2.293980935849293e-16
963,14,16,4.000000000000007,1.9,-2.414716774578203e-16
964,14,14,4.200000000000008,1.9,-2.5354526133071133e-16
965,14,15,4.400000000000009,1.9,-2.656188452036024e-16
966,14,19,4.6000000000000085,1.9,-2.7769242907649335e-16
967,14,18,4.800000000000008,1.9,-2.897660129493843e-16
968,14,20,5.000000000000009,1.9,-3.0183959682227536e-16
969,14,15,-5.0,2.0,3.018395968222748e-16
970,14,15,-4.8,2.0,2.8976601294938384e-16
971,14,17,-4.6,2.0,2.776924290764928e-16
972,14,15,-4.4,2.0,2.6561884520360187e-16
973,14,14,-4.199999999999999,2.0,2.535452613307108e-16
974,14,14,-3.999999999999999,2.0,2.414716774578198e-16
975,14,15,-3.799999999999999,2.0,2.2939809358492877e-16
976,14,15,-3.5999999999999988,2.0,2.173245097120378e-16
977,14,16,-3.3999999999999986,2.0,2.0525092583914678e-16
978,14,14,-3.1999999999999984,2.0,1.9317734196625578e-16
979,14,14,-2.9999999999999982,2.0,1.811037580933648e-16
980,14,14,-2.799999999999998,2.0,1.6903017422047378e-16
981,14,19,-2.599999999999998,2.0,1.5695659034758278e-16
982,14,14,-2.3999999999999977,2.0,1.4488300647469177e-16
983,14,16,-2.199999999999997,2.0,1.3280942260180074e-16
984,14,14,-1.9999999999999971,2.0,1.2073583872890975e-16
985,14,16,-1.7999999999999972,2.0,1.0866225485601876e-16
986,14,14,-1.599999999999997,2.0,9.658867098312776e-17
987,14,17,-1.3999999999999968,2.0,8.451508711023676e-17
988,14,14,-1.1999999999999966,2.0,7.244150323734575e-17
989,14,14,-0.9999999999999964,2.0,6.036791936445475e-17
990,14,14,-0.7999999999999963,2.0,4.8294335491563747e-17
991,14,17,-0.5999999999999961,2.0,3.6220751618672745e-17
992,14,16,-0.3999999999999959,2.0,2.4147167745781738e-17
993,14,16,-0.1999999999999957,2.0,1.2073583872890733e-17
994,14,14,4.440892098500626e-15,2.0,-2.68087416108531e-31
995,14,17,0.2000000000000046,2.0,-1.207358387289127e-17
996,14,16,0.4000000000000048,2.0,-2.4147167745782274e-17
997,14,17,0.600000000000005,2.0,-3.622075161867328e-17
998,14,16,0.8000000000000052,2.0,-4.829433549156428e-17
999,14,15,1.000000000000005,2.0,-6.036791936445527e-17
1000,14,15,1.2000000000000055,2.0,-7.244150323734629e-17
1001,14,15,1.4000000000000057,2.0,-8.451508711023729e-17
1002,14,15,1.600000000000006,2.0,-9.658867098312831e-17
1003,14,22,1.800000000000006,2.0,-1.086622548560193e-16
1004,14,16,2.000000000000006,2.0,-1.207358387289103e-16
1005,14,18,2.2000000000000064,2.0,-1.328094226018013e-16
1006,14,15,2.4000000000000066,2.0,-1.448830064746923e-16
1007,14,14,2.6000000000000068,2.0,-1.5695659034758332e-16
1008,14,15,2.800000000000007,2.0,-1.6903017422047433e-16
1009,14,18,3.000000000000007,2.0,-1.811037580933653e-16
1010,14,15,3.2000000000000064,2.0,-1.9317734196625627e-16
1011,14,14,3.4000000000000075,2.0,-2.0525092583914733e-16
1012,14,15,3.6000000000000085,2.0,-2.1732450971203838e-16
1013,14,15,3.800000000000008,2.0,-2.293980935849293e-16
1014,14,14,4.000000000000007,2.0,-2.414716774578203e-16
1015,14,18,4.200000000000008,2.0,-2.5354526133071133e-16
1016,14,14,4.400000000000009,2.0,-2.656188452036024e-16
1017,14,15,4.6000000000000085,2.0,-2.7769242907649335e-16
1018,14,14,4.800000000000008,2.0,-2.897660129493843e-16
1019,14,20,5.000000000000009,2.0,-3.0183959682227536e-16
